created_time,message
12/10/2020 14:20,Jangan tertipu! Shortlisted saja bukan winner! https://globalwaterawards.com/2020-public-water-agency-of-the-year/?fbclid=IwAR2bShgezPe-Z-qtxZ7xyWVR5hi9LShm71eAsSFPY2OXOjOrdYSCNzvNUBk
12/10/2020 14:03,You all can check in this website here. Air selangor DID NOT win the award  https://globalwaterawards.com/2020-public-water-agency-of-the-year/
12/11/2020 19:01,"https://globalwaterawards.com/2020-public-water-agency-of-the-year/ It was actually won by National Water Company, Saudi Arabia. Air Selangor so shameless trying to impress the people of Selangor..."
12/11/2020 21:17,Hahahahhhahahahah lol !  Airasia should sell water instead of air Selangor .
,
12/10/2020 13:04,"https://globalwaterawards.com/2020-public-water-agency-of-the-year/  @Air Selangor, mind explaining how yr affiliated to a Saudi national water company?  "
12/12/2020 16:31,"Sijil beli, award pun beli"
12/11/2020 23:17,Tak menang pun. Jgn menipu je. Puiii
12/13/2020 3:43,Delete lah ppsting ni...posting ni ibarat menunjukkan kemaluan dikhalayak ramai der🙄
12/11/2020 1:20,Hmmmm.... 🤔🤔🤔🤔 Zar Een Kama Tina DinTina Achu Dida Any comments?  
12/30/2020 7:39,Woooww
12/29/2020 14:36,
12/21/2020 1:46,This must be a joke
12/17/2020 13:30,Wehh 😀😁🤨🤔
12/15/2020 5:17,Lol
12/14/2020 23:21,Nur Afiza Tali
12/14/2020 6:05,
12/13/2020 21:30,Mantap
12/13/2020 21:24,Pelawok2..
12/13/2020 16:00,Lawaknyaa
12/13/2020 13:42,Kelakar
12/13/2020 13:38,
12/13/2020 13:37,tipuuuuuuuuuuuuuuu 🤣
12/13/2020 10:27,Joke of the year
12/13/2020 1:08,Zhen Wei
12/12/2020 17:58,tahiniah Air Selangor
12/12/2020 17:30,"Well done, best joke of the day 👏👏"
12/12/2020 16:51,
12/12/2020 16:31,
12/12/2020 16:06,Charlie Chan Lyng
,
12/12/2020 11:47,Joke of the day. 
12/12/2020 10:59,"Are you sure you are winner?  <iframe title=""vimeo-player"" src=""https://player.vimeo.com/video/456623961"" width=""640"" height=""360"" frameborder=""0"" allowfullscreen></iframe>"
12/12/2020 8:39,JOKE OF THE YEAR!
12/12/2020 5:28,Xue Li 
12/12/2020 5:02,Best joke xia
12/12/2020 3:13,Afiq PB baca dgn tenang
12/12/2020 2:08,Aren Teo II Priscilia ChuaBenny Lee😂😂
12/12/2020 0:36,Kehkehkeh... Shortlist tapi buat mcm dapat award dah... 😂😂😂😂😂  Apa jadah bangang sangat admin page ni??? Bahlol tahap nak mampus.. 😆😆😆😆😆😆😆  Arab saudi yg susah dapat air boleh menang... Selangor yg ada sungai asyik air sentiasa takdak.. 😆😆😆😆😆😆  Puihhh.... Bodo punya admin..
12/11/2020 23:55,Arif Rida Shabaruddin 😅
12/11/2020 23:39,
12/11/2020 23:24,Are you for real????🤣
12/11/2020 23:17,The Best Jokes of 2020  ----> Air Selangor
12/11/2020 23:01,Wow
12/11/2020 22:32,terkejut...
12/11/2020 21:52,
12/11/2020 20:18,
12/11/2020 19:51,https://globalwaterawards.com/2020-public-water-agency-of-the-year/  I'm trying to look for our country name
12/11/2020 19:34,Berapa lu bagi bro!
12/11/2020 19:33,Pui Mei 
12/11/2020 19:14,???
12/11/2020 18:59,Jean How meme page
12/11/2020 18:46,
12/11/2020 18:44,https://vimeo.com/455414251
12/11/2020 18:43,Siew Wen
12/11/2020 18:43,Ardila Shaharuddin
,
12/11/2020 18:39,Lee Weng Gene das not right 🌚
12/11/2020 18:38,joke
12/11/2020 18:32,🖕🏻
12/11/2020 18:29,"opps....sorry,i cant tahan laugh this"
12/11/2020 18:25,laugh die me
12/11/2020 17:48,Kah Lok Jerry Tan Jun Hao  Teo Joanne Tan HAHAHA
12/11/2020 17:34,Funny 😄
12/11/2020 17:16,
12/11/2020 16:28,Nik Abdul Majid
12/11/2020 15:25,Beli ke?
12/11/2020 11:10,Haha.. tahniah le
12/11/2020 11:08,
12/11/2020 10:42,Tahniah
12/11/2020 10:41,Devitra Ramanchandra 🙊
12/11/2020 10:24,https://www.facebook.com/GlobalWaterIntelligence/photos/a.398190356912188/3736953909702466/
12/11/2020 9:23,Tahniah Suhail Wahid.
,
12/11/2020 1:51,🖕🖕🖕🖕💩💩💩
12/11/2020 6:00,Tahniah
12/11/2020 0:14,Congratulations
12/10/2020 23:53,Bangga kami rakyat selangor
12/10/2020 23:22,K
,
12/10/2020 22:01,Anis Azri Fairuz Annuar
12/10/2020 21:51,Mukeshwaran Thurairaj Ranjitha Gunasegaran
12/10/2020 20:38,
12/10/2020 20:13,Shafiq Kamarudin Kip Pratama
12/10/2020 20:13,Patutr la air ok je hari ni.....
,
12/10/2020 19:47,
12/10/2020 19:28,Abdul Hakim
,
12/10/2020 19:23,
12/10/2020 19:22,Congrats 🍾🎊🎉 
12/10/2020 19:13,Tahniah
12/10/2020 18:20,
12/10/2020 17:16,Zawani Rahim
12/10/2020 16:42,
12/10/2020 16:38,https://globalwaterawards.com/2020-table/  I can't find Air Selangor in the list tho.
12/10/2020 16:36,Tahniah!!!! 
12/10/2020 16:17,Ha ha ha haaa....
12/10/2020 16:17,😂😂😂r u serious? Joke to end 2020
12/10/2020 16:07,
12/10/2020 15:54,Hahahahhahahhahahhaahhaah
12/10/2020 15:49,
,
12/10/2020 15:27,Ini lawak....
12/10/2020 15:27,
12/10/2020 15:09,Thanks for making my day! 😂 Air Selangor 
12/10/2020 15:07,Congratulations
12/10/2020 15:05,
12/10/2020 15:05,Siapakah yang sudi menghukurkan simpati~~
12/10/2020 15:01,What a joke !!!!
12/10/2020 14:58,Deiiiiiii!! 
12/10/2020 14:54,
12/10/2020 14:49,Please lah. Fulfil your KPI to us
12/10/2020 14:38,No comments Simply Waste👎👎👎
12/10/2020 14:37,Mak aiiii...... 😂😂😂
12/10/2020 14:18,JOKE OF THE YEARRR
12/10/2020 14:12,Fake news?
12/10/2020 14:07,Go back to sleep lah 
12/10/2020 14:06,SYABAS... What a joke!
12/10/2020 13:54,www.ApaMasalahKau.com.my
12/10/2020 13:47,Berseloroh ke
12/10/2020 13:41,Joke end of year
12/10/2020 13:39,JokesSSSSsssssss
12/10/2020 13:36,Congratulation.
12/10/2020 13:37,
12/10/2020 13:31,
12/10/2020 13:29,what a joke
12/10/2020 13:28,Syabas!
,
12/10/2020 13:28,
12/10/2020 13:25,
12/10/2020 13:24,Nak gelak ke nak tepuk
12/10/2020 13:24,Joke of the year!!!
12/10/2020 13:15,"Talk sendiri, shiok sendiri"
12/10/2020 13:13,Shanthi Supramaniam 😂🤣
12/10/2020 13:13,Ya Allah! Terharunya!
12/10/2020 13:12,
12/10/2020 13:09,Joke of the day.
12/10/2020 13:09,Syok sendiri.... 😂😂
12/10/2020 13:08,Admin trolling penguna....
12/10/2020 13:08,
12/10/2020 13:07,Seriously????? Bravo👏🏼👏🏼👏🏼
12/10/2020 13:04,Hmm k 🙄
12/10/2020 12:58,
12/10/2020 12:51,
12/10/2020 12:51,#jokeoftheyear
12/10/2020 12:50,"we need next month schedule, please provide for us"
12/10/2020 12:47,Hahahhhahahahhahahahahhahahahahahhahahahahahahhahahahahahahhahahahahahhahahaha  Jevendran Mohandass
12/10/2020 12:44,Joke of the year!
12/10/2020 12:40,
12/10/2020 12:39,tipuuuu
12/10/2020 12:35,Noooooooooo !!! 
12/10/2020 12:34,
12/10/2020 12:31,Willy Toh Chun Jeat Wei Ean TeohJames Teoh weih wtf. 🤡 weih. 
,
12/10/2020 12:28,Troll of the year
12/10/2020 12:26,
12/10/2020 12:23,oh my god is this another meme
12/10/2020 12:22,Kahkahkah Kah lawakkkkkkk
12/10/2020 12:21,
12/10/2020 12:20,Hek ele
12/10/2020 12:20,Melissa Daltrence 😂
12/10/2020 12:20,Joke of the century.
12/10/2020 12:19,Mind blowing
12/10/2020 12:19,Kahkahkah... Kahkahkah.. kahkahkah
12/10/2020 12:18,Scammer award 🥇 🤣
12/10/2020 12:18,😂
12/10/2020 12:17,What a joke !
12/10/2020 12:14,Lolz
12/10/2020 12:14,
12/10/2020 12:14,Joke of the year 🤣
12/10/2020 12:14,Voon Pei Lin still can get award eh :3
12/10/2020 12:13,
12/10/2020 12:13,
12/10/2020 12:13,
12/10/2020 12:13,
12/10/2020 12:13,Rasuah ke
12/10/2020 12:13,
12/10/2020 12:13,
12/10/2020 12:13,Are you kidding...
,
12/10/2020 12:12,Joke of the year..😂
12/10/2020 12:12,
12/10/2020 12:12,Yes ah?
12/10/2020 12:12,The irony
12/10/2020 12:12,This makes my day😂😂😂😂😂😂😂😂😂
12/10/2020 12:11,Anugerah takde air terbaik
12/10/2020 12:11,Samuel Anandaraj  Abraham Kelvin Emmanuel Tiagaraj
12/10/2020 12:10,
12/10/2020 12:10,Really?? 🤯
12/10/2020 12:10,CONGRATULATIONS!!!!!!!!!!!!!!!!!!!!!
12/10/2020 12:09,Hahahahahhahahah I tak nak ckp la😂😂
12/10/2020 12:09,Hahahaha ...
12/10/2020 12:08,Ok
12/10/2020 12:07,X malu ke
12/10/2020 12:07,
12/10/2020 12:07,
12/10/2020 12:07,Hahahahah
12/10/2020 12:06,Tahniah
12/10/2020 12:06,OMG!!?im speechless..congratulation😑😑
12/10/2020 12:06,Kroni
12/10/2020 12:06,Award beli boleh laa
12/10/2020 12:06,
12/10/2020 12:05,What?
12/10/2020 12:05,Apa aku salah baca ke ni 😅
12/10/2020 12:05,
,
12/10/2020 12:05,Jubor tahi
12/10/2020 12:05,Are you sure 🙄
12/10/2020 12:04,🤦🏾‍♂️
12/10/2020 12:04,This call Malaysia boleh
12/10/2020 12:04,LOL 
12/10/2020 12:03,Air Selangor you the one create/found this award right? Don’t lie.. 
12/10/2020 12:03,X layak
12/10/2020 12:03,
12/10/2020 12:03,Tersedak aku
12/10/2020 12:03,
12/10/2020 12:03,
12/10/2020 12:03,Joke of the year 🏆
12/10/2020 12:03,
12/10/2020 12:03,"Tommy this is a joke, yeah? 😂 "
12/10/2020 12:03,Anugerah BADUT
12/10/2020 12:02,
12/10/2020 12:02,Hahahahaha!!!! 🤣🤣🤣
12/10/2020 12:02,Hihi
12/10/2020 12:02,
12/10/2020 12:02,
12/10/2020 12:02,
12/10/2020 12:01,Kopi o award 
12/10/2020 12:01,Comedy of the year🤣🤣🤣🤣
12/10/2020 12:01,
12/10/2020 12:01,HAHAHAHAHAHAH SPEECHLESS 🤣🤣🤣
,
12/10/2020 12:00,sembang kari
12/10/2020 12:00,
12/10/2020 12:00,
12/10/2020 12:00,
12/10/2020 12:00,
12/10/2020 12:00,Manibarathy Chinnappan
12/10/2020 11:59,Joke of the century
12/10/2020 11:59,
12/10/2020 11:59,
12/10/2020 11:59,
12/10/2020 11:59,Hello Cannot. 🤣
12/10/2020 11:59,Seriously....
12/10/2020 11:59,
12/10/2020 11:59,Syok sendiri.
12/10/2020 11:59,Buto dia
12/10/2020 11:58,Subashini Karunakaran Kanahavalli Mardamutu 😂😂😂😂😂😂
12/10/2020 11:58,Funny
12/10/2020 11:58,
12/10/2020 11:58,😂😂
12/10/2020 11:58,Wow congratz🤨
12/10/2020 11:58,joke of the year
12/10/2020 11:58,Lolllllll
12/10/2020 11:58,What????
12/10/2020 11:57,This is truly a hilarious thing I've ever read today. #WellDone #funniestmemes
12/10/2020 11:57,Wow amazing
,
12/10/2020 11:57,This is funny 😄 congrats 👏🏻👏🏻
12/10/2020 11:57,
12/10/2020 11:57,Oh my...
12/10/2020 11:57,
12/10/2020 11:57,Ieza Awam
12/10/2020 11:56,Gila lah. 💩
12/10/2020 11:56,
12/10/2020 11:56,Affandi Zamri biar betul
12/10/2020 12:18,tolong ye update complain saya “ da 4 bulan saya tunggu “ mak saya x mandikan lembu dirumah !! tetiba bill sebulan rm400 .kalau x boleh buat kerja mohon indahwater ambil alih . terima kasih!! no 00561677
,
